#NSGA2
popsize 100
maxGen 100
numVar 13
numObj 3
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	11.0981
firstFrontCount	20
frontCount	9
avgEvalTime	0.110605
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
0.419869	0.200535	0.170871	0.0582712	0.192291	0.243813	0.204152	0.236548	0	0.421531	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.452752	0.329537	0.178394	0.0417512	0.187441	0	0.204152	0.402781	0.0756343	0.440459	0	0.287661	0.467397	Inf	Inf	0	
0.105352	0.286058	0.228285	0.119293	0.122335	0.438035	0	0.203492	0.16762	0.230421	0.111928	0	0.397195	Inf	Inf	0	
0.340581	0.171422	0.154461	0.126576	0.180093	0.326316	0.051607	0.489213	0.165109	0.440459	0.112517	0.0293708	0.103823	Inf	Inf	0	
0.312482	0.183233	0.193516	0.192095	0.107557	0.145975	0.183046	0.331786	0.0625145	0.423486	0.292845	0.0524167	0.244577	Inf	Inf	0	
0.419869	0.200535	0.170871	0.0582712	0.192291	0.324722	0.204152	0.212393	0	0.39374	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.348561	0.403051	0.11134	0.041217	0.122335	0.034474	0.132198	0.193761	0.194953	0.357644	0.111928	0	0.29498	Inf	Inf	0	
0.168843	0.188208	0.445517	0.2266	0.395398	0.196938	0.277422	0.370692	0.156166	0.442058	0.0759819	0.150726	0.11642	Inf	Inf	0	
0.122153	0.236993	0.175039	0.0732479	0.198909	0.248052	0.392809	0.484297	0.156166	0.41394	0.0310753	0.195726	0.22528	Inf	Inf	0	
0.436782	0.265614	0.295567	0.0517387	0.187441	0.34735	0.204152	0.429817	0.0756343	0.440459	0.0310753	0.258703	0.302028	Inf	Inf	0	
0.0886434	0.208544	0.177963	0.0838388	0.0715463	0.242181	0.271262	0.485814	0	0.341193	0	0.0247282	0.201503	Inf	Inf	0	
0.345614	0.286058	0.172395	0.19413	0.122335	0.242301	0	0.195195	0.144647	0.14037	0.111928	0	0.365373	Inf	Inf	0	
0.312482	0.183233	0.193516	0.192095	0.248033	0.220617	0.136711	0.480301	0.0625145	0.436474	0.206313	0.0524167	0.234406	Inf	Inf	0	
0.413928	0.281373	0.262255	0.0576864	0.217898	0.0712087	0.248859	0.482656	0.290883	0.421531	0	0.0247282	0.0151193	Inf	Inf	0	
0.419869	0.200535	0	0.0582712	0.192291	0.324722	0.219429	0.281281	0	0.421531	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.285791	0.108348	0.244332	0.0517387	0.369705	0.30844	0.204152	0.485814	0	0.409691	0.0276622	0.0247282	0.201503	Inf	Inf	0	
0.436782	0.362307	0.0858194	0.208008	0.438095	0.425518	0.212625	0.480955	0.134508	0.375758	0	0.0807296	0.395554	Inf	Inf	0	
0.100319	0.17307	0.154461	0.272481	0.115395	0.364876	0.051607	0.489213	0.314796	0.440459	0.0643895	0.0293708	0.103823	Inf	Inf	0	
0.0658347	0.196683	0.143371	0.119645	0.125251	0.200662	0.204152	0.0564267	0.0449846	0.459948	0.111928	0.0696791	0.321118	Inf	Inf	0	
0.269099	0.218462	0.103786	0.0340708	0.259544	0.0932239	0.443867	0.385451	0.066413	0.451119	0.0650897	0.0247282	0.217757	Inf	Inf	0	
0.269679	0.0566883	0.177963	0.0511835	0.396721	0.248052	0.160062	0.40226	0	0.32825	0	0	0.22528	Inf	Inf	0	
0.352542	0.183233	0.193516	0.159995	0.441479	0.214601	0.196324	0.462734	0.0625145	0.430963	0.0286495	0.0524167	0.365654	Inf	Inf	0	
0.394927	0.362307	0.0858194	0.188759	0.438095	0.425518	0.193814	0.396344	0.156166	0.375758	0.177664	0.0807296	0.395554	Inf	Inf	0	
0.419869	0.180274	0.170871	0.0582712	0.192291	0.324722	0.204152	0.281281	0	0.421531	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.312482	0.203494	0.193516	0.192095	0.119035	0.145975	0.136711	0.412383	0.0625145	0.436474	0.204438	0.0524167	0.244577	Inf	Inf	0	
0.312482	0.183233	0.193516	0.159995	0.405988	0.214601	0.126388	0.386915	0.0625145	0.430963	0.206313	0.0524167	0.365654	Inf	Inf	0	
0.436782	0.317119	0.177963	0.0517387	0.467599	0.242181	0.157233	0.497934	0	0.464767	0.0310753	0.0247282	0.137973	Inf	Inf	0	
0.436782	0.317119	0.177963	0	0.467599	0.310027	0.12948	0.48753	0	0.421531	0.0310753	0.0247282	0.137973	Inf	Inf	0	
0.436782	0.277405	0.177963	0.0341199	0.438095	0.24842	0.170503	0.488263	0.00737093	0.421531	0.169692	0.0650274	0.201503	Inf	Inf	0	
0.392701	0.256451	0.310586	0.0195282	0.0926187	0.332478	0.217015	0.40226	0.15019	0.380106	0.0620724	0.0172006	0.228912	Inf	Inf	0	
0.459531	0.17307	0.210598	0.162339	0.434084	0.400797	0.0231266	0.41438	0.156166	0.44463	0.174781	0.0233093	0.22528	Inf	Inf	0	
0.246825	0.176296	0.177963	0.051597	0.30622	0.257617	0.211843	0.40226	0.160841	0.352318	0.0310753	0	0.327899	Inf	Inf	0	
0.126998	0.198318	0.39728	0.000141752	0.217721	0.256174	0.204152	0.0564267	0.249271	0.428524	0.0492911	0	0.322111	Inf	Inf	0	
0.345614	0.286058	0.170694	0.130299	0.122335	0.0931163	0	0.120901	0.149498	0.278625	0.111928	0.0125689	0.397195	Inf	Inf	0	
0.281425	0.219851	0.177963	0.169705	0.338154	0.252016	0.314977	0.256104	0.107257	0.420241	0.196695	0.0121593	0.22528	Inf	Inf	0	
0.436782	0.218577	0.148737	0.0665804	0.184746	0.0384622	0.20791	0.277892	0.066413	0.421531	0	0.0247282	0.0929303	Inf	Inf	0	
0.436782	0.313025	0.165643	0.157476	0	0.289609	0.127753	0.44487	0.156166	0.333813	0.0692883	0.121768	0.350355	Inf	Inf	0	
0.107305	0.270379	0.140419	0.0517387	0.180093	0.326316	0.051607	0.496555	0.314796	0.440459	0.0508717	0.0293708	0.151075	Inf	Inf	0	
0.458407	0.312668	0.198799	0.0830261	0.2618	0.24842	0.178111	0.490593	0.0640359	0.421531	0	0	0.115067	Inf	Inf	0	
0.425866	0.225682	0.218408	0.208008	0.438095	0.154859	0.13889	0.476312	0.156166	0.440459	0.0310753	0.193499	0.254014	Inf	Inf	0	
0.292715	0.183233	0.193516	0.192095	0.107557	0.145975	0.136711	0.480301	0.0625145	0.436474	0.206313	0.0524167	0.248316	Inf	Inf	0	
0.436782	0.328917	0.176315	0.033029	0.297424	0.207068	0.117435	0.497934	0.261591	0.421531	0.141689	0.0247282	0.109533	Inf	Inf	0	
0.125482	0.17307	0.177963	0.0517387	0.358778	0.417358	0.29089	0.40226	0.290698	0.440459	0.097989	0	0.230387	Inf	Inf	0	
0.398148	0.225682	0.170431	0.289356	0.242586	0.347417	0.274226	0.458084	0	0.29675	0.0872215	0.0666266	0.239469	Inf	Inf	0	
0.316428	0.329537	0.177963	0.0517387	0.254404	0.421197	0.171408	0.414954	0.119976	0.440459	0.0310753	0.258703	0.302028	Inf	Inf	0	
0.245836	0.17307	0.267263	0.0517387	0.291815	0.417358	0.265649	0.40226	0.290698	0.440459	0.0310753	0.0092249	0.22528	Inf	Inf	0	
0.0886434	0.108348	0.0882412	0.0838388	0.268466	0.211685	0.258748	0.451932	0	0.341193	0.0309527	0.0247282	0.308846	Inf	Inf	0	
0.22512	0.17307	0.303627	0.0848592	0.201994	0.279922	0.342692	0.438774	0.0421905	0.422195	0.426558	0.0247282	0.22528	Inf	Inf	0	
0.217184	0.17307	0.177963	0.0517387	0.360539	0.417358	0.261375	0.457328	0.290698	0.360938	0.0310753	0.0247282	0.22528	Inf	Inf	0	
0.224744	0.17307	0.0436902	0.039497	0.358778	0.139894	0	0.47056	0.212988	0.483176	0.426558	0.0247282	0.200349	Inf	Inf	0	
0.312482	0.343887	0.301396	0.188155	0.119854	0.0358561	0.0918556	0.397089	0.0986317	0.436474	0.0911428	0.0666266	0.275874	Inf	Inf	0	
0.367262	0.286058	0.172395	0.183852	0.108993	0.246201	0.138964	0.406406	0.0314168	0.395375	0.18652	0.0247282	0.307598	Inf	Inf	0	
0.119126	0.154215	0.148938	0.0898501	0.338154	0.248052	0.314977	0.40226	0.239654	0.429988	0.137223	0	0.396514	Inf	Inf	0	
0.125853	0.337877	0.445517	0.2266	0.395398	0.196938	0.302563	0.40226	0.257613	0.405469	0.135454	0.150726	0.201013	Inf	Inf	0	
0.372878	0.219851	0.177963	0.106465	0.338154	0.102832	0.314977	0.129497	0.170829	0.440459	0.201443	0	0.253195	Inf	Inf	0	
0.312482	0.343887	0.301396	0.192095	0.119854	0.0358561	0.0918556	0.397089	0.0986317	0.436474	0.201566	0.0666266	0.247958	Inf	Inf	0	
0.436782	0.328917	0.172352	0.0517387	0.218906	0.115212	0.117435	0.456155	0.184916	0.421531	0.0367339	0.0247282	0.230446	Inf	Inf	0	
0.494558	0.278972	0.176358	0.041217	0.108993	0.0973414	0.204152	0.366975	0.165656	0.395375	0.123653	0.0247282	0.257659	Inf	Inf	0	
0.312482	0.264803	0.0998998	0.192095	0.119854	0.0358561	0.0918556	0.397089	0.0951176	0.436474	0.206313	0.0666266	0.275874	Inf	Inf	0	
0.363273	0.297547	0.305282	0.0665804	0.141966	0.139125	0.321948	0.385451	0.0953846	0.426388	0	0.0247282	0.0929303	Inf	Inf	0	
0.337143	0.286058	0.172395	0.179912	0.108993	0.246201	0.204152	0.406406	0.156166	0.395375	0.0713499	0.0326753	0.257659	Inf	Inf	0	
0.398637	0.225682	0.170431	0.109932	0.294523	0.205227	0.274226	0.405247	0	0.29675	0.154135	0.0666266	0.253246	Inf	Inf	0	
0.359907	0.329537	0.177963	0.0517387	0.187441	0.475494	0.204152	0.404148	0.0756343	0.45282	0.0310753	0.258703	0.141643	Inf	Inf	0	
0.36246	0.337877	0.445517	0.235275	0.395398	0.0820344	0.220009	0.40226	0.156166	0.384068	0.0759819	0.0247282	0.293213	Inf	Inf	0	
0.316452	0.301342	0.406906	0.22776	0.438095	0.248052	0.282699	0.489114	0.156166	0.441729	0.022719	0.0247282	0.445027	Inf	Inf	0	
0.436782	0.256451	0.177963	0.0195282	0.0926187	0.332478	0.217015	0.40226	0.15019	0.380106	0.271098	0.0157817	0.228912	Inf	Inf	0	
0.363273	0.221746	0.012675	0.0665804	0.2626	0.251049	0.315925	0.385451	0.0918705	0.407847	0	0.0247282	0.17701	Inf	Inf	0	
0.436782	0.222399	0.177963	0.051432	0.395072	0.242181	0.32022	0.426943	0	0.421531	0.0310753	0.0247282	0.266694	Inf	Inf	0	
0.312482	0.168366	0.186	0.192095	0.11548	0.243683	0.300132	0.397089	0	0.436474	0.140621	0.0666266	0.21566	Inf	Inf	0	
0.436782	0.317119	0.0641953	0.0517387	0.467599	0.242181	0.121871	0.497934	0.126042	0.382092	0.0967672	0.0247282	0.137973	Inf	Inf	0	
0.436782	0.329537	0.177963	0.198754	0.0687763	0.421197	0.204152	0.414954	0.119976	0.440459	0.0310753	0.249535	0.302028	Inf	Inf	0	
0.316452	0.225682	0.233564	0.0609928	0.438095	0.248052	0.282699	0.489114	0.156166	0.441729	0	0.0247282	0.369496	Inf	Inf	0	
0.436782	0.225682	0.189464	0.0654152	0.204731	0.199934	0.270612	0.483936	0.0180182	0.421531	0.287708	0	0.308638	Inf	Inf	0	
0.413928	0.281373	0.15938	0.0576864	0.217898	0.0712087	0.264136	0.496655	0.290883	0.421531	0	0.0557037	0.0151193	Inf	Inf	0	
0.348561	0.372239	0.11134	0.0455757	0.122335	0.034474	0.132198	0.193761	0.234092	0.329853	0.111928	0	0.350013	Inf	Inf	0	
0.154091	0.237355	0.177963	0.0688892	0.196619	0.241654	0.264409	0.398103	0.156166	0.41394	0.0310753	0.0441594	0.22528	Inf	Inf	0	
0.33065	0.308199	0.172395	0.00115772	0.150632	0.147588	0.291038	0.174495	0.158305	0.333015	0.111205	0.0258721	0.485326	Inf	Inf	0	
0.409195	0.102072	0.177963	0.0400593	0.115129	0.394397	0.148255	0.425191	0.0808728	0.406239	0.145022	0	0.183958	Inf	Inf	0	
0.436782	0.225682	0.0865896	0.0517387	0.19457	0.199934	0.204152	0.497934	0.0180182	0.421531	0.289216	0.0247282	0.22528	Inf	Inf	0	
0.325365	0.337877	0.445517	0.235275	0.395398	0.248052	0.219061	0.40226	0.156166	0.405469	0.0759819	0.0247282	0.132829	Inf	Inf	0	
0.125482	0.17307	0.214261	0.0517387	0.30622	0.248052	0.213792	0.40226	0.226508	0.440459	0.0307732	0.0247282	0.22528	Inf	Inf	0	
0.316452	0.225682	0.233564	0.208008	0.438095	0.248052	0.282699	0.489114	0.156166	0.441729	0	0.0247282	0.369496	Inf	Inf	0	
0.411431	0.154215	0.177963	0.094186	0.338154	0.248052	0.314977	0.40226	0.170829	0.451253	0.196695	0.0247282	0.22528	Inf	Inf	0	
0.436782	0.329537	0.177963	0.0517387	0.187441	0.421197	0.204152	0.414954	0.0756343	0.440459	0.0310753	0.258703	0.302028	Inf	Inf	0	
0.125482	0.17307	0.177963	0.0517387	0.358778	0.417358	0.29089	0.40226	0.290698	0.440459	0.0310753	0.0247282	0.22528	Inf	Inf	0	
0.276691	0.102212	0.173279	0.0514691	0.164101	0.334438	0.204152	0.174495	0.26605	0.368917	0.111928	0	0.289015	Inf	Inf	0	
0.436782	0.317119	0.177963	0.0517387	0.467599	0.242181	0.121871	0.497934	0	0.421531	0.0310753	0.0247282	0.137973	Inf	Inf	0	
0.465964	0.225682	0.177963	0.0517387	0.19457	0.199625	0.204152	0.497934	0.0717777	0.421531	0.0310753	0.0247282	0.22528	Inf	Inf	0	
0.312482	0.183233	0.193516	0.192095	0.107557	0.145975	0.136711	0.480301	0.0625145	0.436474	0.206313	0.0524167	0.244577	Inf	Inf	0	
0.469935	0.17307	0.210598	0.162339	0.434592	0.400797	0.204152	0.41438	0.156166	0.44463	0.174781	0.0247282	0.22528	Inf	Inf	0	
0.436782	0.329537	0.177963	0.0517387	0.187441	0.268452	0.204152	0.414954	0.0756343	0.440459	0.0310753	0.258703	0.286826	Inf	Inf	0	



#Generation 15 / 100
currentGen	15
evaluateCount	1500
totalTime	37.6217
firstFrontCount	100
frontCount	1
avgEvalTime	0.00606335
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
0.419869	0.200535	0.174963	0.0582712	0.0591819	0.243813	0.204152	0.236548	0	0.424081	0.044517	0.0247282	0.201503	Inf	Inf	0	
0.145002	0.198318	0.344496	0.000141752	0.217721	0.256174	0.204152	0.0564267	0.249271	0.38361	0.0492911	0	0.322111	Inf	Inf	0	
0.392701	0.187437	0.36337	0	0.134503	0.332478	0.217015	0.40226	0.15019	0.425021	0.0620724	0	0.228912	Inf	Inf	0	
0.398303	0.235651	0.177963	0.0517387	0.467599	0.360864	0.273736	0.43216	0	0.421531	0.0310753	0.0247282	0.137973	Inf	Inf	0	
0.437116	0.30715	0.170431	0.109932	0.294523	0.222943	0.122361	0.471021	0.0931014	0.29675	0.154135	0.0666266	0.149859	Inf	Inf	0	
0.316428	0.329537	0.172667	0.121847	0.254404	0.421197	0.171408	0.414436	0.0196092	0.440459	0.148565	0.192708	0.302028	Inf	Inf	0	
0.367262	0.286058	0.177691	0.113744	0.0755387	0.246201	0.197606	0.406924	0.131783	0.395375	0.0690307	0.158858	0.307598	Inf	Inf	0	
0.39543	0.200535	0	0.0582712	0.192291	0.324722	0.219429	0.281281	0	0.421531	0.0103142	0.0514207	0.201503	Inf	Inf	0	
0.312482	0.183233	0.193516	0.192095	0.107557	0.145975	0.136711	0.480301	0.0625145	0.436474	0.206313	0.0257243	0.244577	Inf	Inf	0	
0.312482	0.183233	0.161326	0.192095	0.248033	0.220617	0.136711	0.406097	0.0625145	0.436474	0.206313	0.0524167	0.234406	Inf	Inf	0	
0.100319	0.17307	0.154461	0.272481	0.115395	0.364876	0.051607	0.481151	0.314796	0.48194	0.0643895	0.0293708	0.103823	Inf	Inf	0	
0.100319	0.424392	0.22743	0.0714233	0.115395	0.364876	0.051607	0.48406	0.314796	0.440459	0.0643895	0.0293708	0.103823	Inf	Inf	0	
0.312482	0.23212	0.193516	0.112589	0.179436	0.145975	0.152909	0.435328	0.0625145	0.421807	0.206313	0.0524167	0.244577	Inf	Inf	0	
0.465393	0.263781	0.198799	0.162532	0.2618	0.197817	0.103435	0.497934	0.0640359	0.421531	0	0.0247282	0.162319	Inf	Inf	0	
0.459531	0.17307	0.210598	0.162339	0.434084	0.400797	0.0231266	0.41438	0.156166	0.44463	0.174781	0.0233093	0.290866	Inf	Inf	0	
0.0886434	0.108348	0.0882412	0.0838388	0.359797	0.211685	0.258748	0.325788	0	0.341193	0.0309527	0.0247282	0.349626	Inf	Inf	0	
0.465393	0.312668	0.198799	0.0830261	0.2618	0.0154305	0.0810046	0.497934	0.0640359	0.421531	0	0.0247282	0.187997	Inf	Inf	0	
0.352542	0.183233	0.170701	0.282139	0.441479	0.096837	0.429356	0.462734	0.0625145	0.496223	0.0286495	0.0524167	0.339976	Inf	Inf	0	
0.125482	0.198035	0.21159	0.0517387	0.295631	0.417358	0.29089	0.40226	0.290698	0.440459	0.00997633	0	0.230387	Inf	Inf	0	
0.419869	0.200535	0.193188	0.0725559	0.192291	0.203429	0.157888	0.236548	0	0.205944	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.425866	0.225682	0.19609	0.208008	0.438095	0.195242	0.13889	0.476312	0.237084	0.440459	0.0310753	0.275593	0.254014	Inf	Inf	0	
0.0658347	0.196683	0.143371	0.119645	0	0.200662	0.328493	0.0564267	0.0449846	0.459948	0.0990135	0.0696791	0.321118	Inf	Inf	0	
0.269099	0.218462	0.103786	0.0340708	0.259544	0.0932239	0.319526	0.385451	0.066413	0.451119	0.078004	0.0247282	0.217757	Inf	Inf	0	
0.312572	0.183233	0.193516	0.192095	0.248033	0.301058	0.212368	0.480301	0.016708	0.436474	0.206313	0.0524167	0.234406	Inf	Inf	0	
0.363273	0.273668	0.305282	0.0665804	0.141966	0.139125	0.321948	0.385451	0.0953846	0.426388	0	0.0247282	0.212003	Inf	Inf	0	
0.465964	0.276492	0.177963	0.0517387	0.302878	0.226637	0.204152	0.497934	0.0717777	0.421531	0.0337229	0.0526746	0.138688	Inf	Inf	0	
0.436782	0.225682	0.0865896	0.0654152	0.204731	0.148456	0.368484	0.497934	0.0623436	0.421531	0.287708	0	0.278819	Inf	Inf	0	
0.413928	0.281373	0.15938	0.0576864	0.217898	0.0859826	0.264136	0.496655	0.290883	0.421531	0	0.0557037	0.0151193	Inf	Inf	0	
0.119126	0.154215	0.148938	0.0898501	0.3918	0.3209	0.306315	0.40226	0.239654	0.305143	0.137223	0	0.396514	Inf	Inf	0	
0.398637	0.269458	0.258295	0.109932	0.309638	0.205227	0.282889	0.405247	0	0.421594	0.154135	0.0666266	0.253246	Inf	Inf	0	
0.246825	0.111766	0.177963	0.051597	0.30622	0.256991	0.211843	0.40226	0.160841	0.378491	0.0310753	0.0210195	0.327899	Inf	Inf	0	
0.285791	0.108348	0.244332	0.0517387	0.369705	0.30844	0.204152	0.485814	0	0.409691	0.00317848	0.0247282	0.201503	Inf	Inf	0	
0.345614	0.286058	0.170694	0.130299	0.122335	0.0931163	0	0.120901	0.149498	0.278625	0.228546	0.0125689	0.397195	Inf	Inf	0	
0.345614	0.286058	0.00218123	0.130299	0.122335	0.0431227	0.0110712	0.120901	0.149498	0.278625	0.111928	0.0125689	0.43889	Inf	Inf	0	
0.436782	0.329537	0.177963	0.198754	0.0687763	0.421197	0.204152	0.414954	0.119976	0.440459	0.0310753	0.249535	0.302028	Inf	Inf	0	
0.436782	0.329537	0.177963	0.0554639	0.187441	0.421197	0.204152	0.414954	0.0756343	0.440459	0.0310753	0.258703	0.302028	Inf	Inf	0	
0.235751	0.154215	0.148938	0.086125	0.338154	0.248052	0.314977	0.40226	0.239654	0.429988	0.137223	0	0.396514	Inf	Inf	0	
0.125482	0.17307	0.214261	0.0517387	0.30622	0.248052	0.213792	0.40226	0.226508	0.440459	0.0307732	0.0247282	0.22528	Inf	Inf	0	
0.436782	0.313025	0.165643	0.157476	0	0.289609	0.104528	0.44487	0.156166	0.333813	0.0692883	0.121768	0.350355	Inf	Inf	0	
0.436782	0.379454	0.0641953	0.0517387	0.467599	0.242181	0.121871	0.497934	0.126042	0.382092	0.0967672	0.0247282	0.137973	Inf	Inf	0	
0.312482	0.343887	0.301396	0.320976	0.119854	0.0358561	0.0918556	0.397089	0.0986317	0.436474	0.242606	0.0666266	0.247958	Inf	Inf	0	
0.419869	0.200535	0.170871	0.0582712	0.192291	0.243813	0.204152	0.236548	0	0.421531	0.0103142	0.0247282	0.201503	Inf	Inf	0	
0.494558	0.329951	0.176358	0.041217	0.108993	0.0973414	0.179797	0.366975	0.251296	0.395375	0.123653	0.00768627	0.402106	Inf	Inf	0	
0.402382	0.0566883	0.177963	0.0511835	0.396721	0.248052	0.187893	0.40226	0	0.32825	0	0	0.22528	Inf	Inf	0	
0.245836	0.17307	0.267263	0.0517387	0.423644	0.417358	0.265649	0.424428	0.290698	0.457498	0.0310753	0.0146588	0.22528	Inf	Inf	0	
0.312482	0.183233	0.17866	0.159995	0.405988	0.214601	0.126388	0.386915	0.100339	0.430963	0.206313	0.0524167	0.365654	Inf	Inf	0	
0.105778	0.237355	0.177963	0.0595979	0.196619	0.241654	0.264409	0.453716	0.271468	0.28757	0.0310753	0.0441594	0.224575	Inf	Inf	0	
0.436782	0.346265	0.245104	0	0.297424	0.207068	0.117435	0.442321	0.146289	0.421531	0.141689	0.0247282	0.109533	Inf	Inf	0	
0.316428	0.329537	0.334948	0.0517387	0.254404	0.421197	0.171408	0.414954	0.119976	0.418374	0.0310753	0.258703	0.141995	Inf	Inf	0	
0.246825	0.176296	0.177963	0.051597	0.30622	0.261015	0.211843	0.40226	0.160841	0.352318	0.0310753	0	0.327899	Inf	Inf	0	
0.436782	0.225682	0.149669	0.0654152	0.204731	0.16323	0.368484	0.497934	0	0.421531	0.287708	0	0.278819	Inf	Inf	0	
0.436782	0.225682	0.102081	0.157476	0.0495356	0.289609	0.127753	0.44487	0.0854343	0.333813	0	0.121768	0.107422	Inf	Inf	0	
0.436782	0.317119	0.177963	0.0517387	0.305748	0.123514	0.121871	0.497934	0	0.421531	0.00425565	0.0247282	0.138123	Inf	Inf	0	
0.0296772	0.17307	0.214261	0.0799374	0.468071	0.248052	0.240216	0.451339	0.226508	0.440459	0.00893401	0.0247282	0.258113	Inf	Inf	0	
0.394927	0.367561	0.122653	0.188759	0.438095	0.423889	0.217131	0.407893	0.156166	0.220852	0.143459	0.0807296	0.120597	Inf	Inf	0	
0.285791	0.313232	0.244332	0.0517387	0.369705	0.30844	0.204152	0.485814	0	0.409691	0.0276622	0.0247282	0.201503	Inf	Inf	0	
0.36246	0.132994	0.445517	0.235275	0.395398	0.0820344	0.220009	0.40226	0.156166	0.384068	0.0759819	0.0247282	0.293213	Inf	Inf	0	
0.312482	0.162698	0.193516	0.159995	0.405988	0.353384	0.126388	0.465958	0.0625145	0.430963	0	0.0524167	0.276988	Inf	Inf	0	
0.217184	0.25055	0.177963	0.0517387	0.360539	0.278575	0.271859	0.378285	0.290698	0.360938	0.239934	0.0247282	0.486364	Inf	Inf	0	
0.36246	0.337877	0.432959	0.235275	0.130144	0.0820344	0.220009	0.360112	0.156166	0.384068	0.0759819	0.0510007	0.293213	Inf	Inf	0	
0.312482	0.183233	0.206074	0.192095	0.385283	0.145975	0.136711	0.480301	0.0625145	0.436474	0.206313	0.0261442	0.244577	Inf	Inf	0	
0.398148	0.225682	0.170431	0.289356	0.240408	0.347417	0.242545	0.458084	0	0.335176	0.0872215	0.0666266	0.239469	Inf	Inf	0	
0.436782	0.265614	0.173348	0.0517387	0.187441	0.34735	0.174874	0.429817	0.0756343	0.405125	0.0310753	0.258703	0.352729	Inf	Inf	0	
0.436782	0.362307	0.208039	0.208008	0.438095	0.425518	0.212625	0.480955	0.104974	0.411092	0	0.0807296	0.344853	Inf	Inf	0	
0.153278	0.108348	0.0882412	0.0838388	0.268466	0.211685	0.0739355	0.451932	0	0.253138	0.125939	0.109874	0.307281	Inf	Inf	0	
0.330438	0.286058	0.170694	0.130299	0.0886927	0.0931163	0.184812	0.120901	0.149498	0.278625	0.016941	0.0125689	0.397195	Inf	Inf	0	
0.436782	0.318479	0.313586	0.0517387	0.187441	0.268452	0.204152	0.414954	0.0756343	0.440459	0.0310753	0.258703	0.286826	Inf	Inf	0	
0.436782	0.161316	0.159944	0.0517387	0.187441	0.34735	0.204152	0.429817	0.0756343	0.440459	0.0310753	0.258703	0.363057	Inf	Inf	0	
0.312482	0.168366	0.186	0.333505	0.11548	0.243683	0.300132	0.397089	0	0.436474	0.140621	0.0666266	0.202493	Inf	Inf	0	
0.245836	0.17307	0.267263	0	0.291815	0.417358	0.265649	0.40226	0.290698	0.341081	0.0310753	0.0092249	0.22528	Inf	Inf	0	
0.203967	0.403051	0.11134	0.041217	0.122335	0.034474	0.132198	0.193761	0.143885	0.457022	0.111928	0	0.29498	Inf	Inf	0	
0.436782	0.218577	0.148737	0	0.184746	0.0384622	0.20791	0.393991	0.066413	0.475949	0	0.0247282	0.0929303	Inf	Inf	0	
0.312482	0.183233	0.193516	0.205809	0.107557	0.145975	0.247977	0.364202	0.0625145	0.436474	0.206313	0.0524167	0.244577	Inf	Inf	0	
0.217184	0.17307	0.177963	0.0881648	0.400372	0.270861	0.261375	0.457328	0.0147248	0.360938	0.0310753	0.0247282	0.22528	Inf	Inf	0	
0.122738	0.093185	0.303627	0.0484331	0.201994	0.426418	0.342692	0.438774	0.318164	0.422195	0.426558	0.0247282	0.22528	Inf	Inf	0	
0.436782	0.328917	0.172352	0.0517387	0.32866	0.178911	0.117435	0.456155	0.184916	0.421531	0.186186	0.0247282	0.230446	Inf	Inf	0	
0.436782	0.0756407	0.150719	0.0665804	0.289085	0.0870488	0.297359	0.38881	0.137145	0.497248	0.0101791	0.0843929	0.335864	Inf	Inf	0	
0.436782	0.265614	0.295567	0.0517387	0.187441	0.34735	0.204152	0.429817	0.0756343	0.326027	0.0310753	0.258703	0.302028	Inf	Inf	0	
0.126998	0.189911	0.39728	0.000141752	0.217721	0.256174	0.204152	0.098002	0.249271	0.428524	0.0492911	0	0.37534	Inf	Inf	0	
0.337143	0.286058	0.172395	0.179912	0.108993	0.246201	0.204152	0.406406	0.0797764	0.395375	0.0713499	0.085075	0.257659	Inf	Inf	0	
0.316452	0.301342	0.406906	0.22776	0.438095	0.248052	0.282699	0.489114	0.156166	0.441729	0.022719	0.0247282	0.445027	Inf	Inf	0	
0.33065	0.243837	0.172395	0.00115772	0.150632	0.147588	0.291038	0.206647	0.156704	0.333015	0.111205	0.0258721	0.485326	Inf	Inf	0	
0.177656	0.326605	0.445517	0.235275	0.333083	0.248052	0.219061	0.370107	0.157768	0.405469	0.0759819	0.0247282	0.132829	Inf	Inf	0	
0.307621	0.317119	0.0641953	0.165114	0.467599	0.344448	0.121871	0.497934	0.126042	0.382092	0.0967672	0.0247282	0.253635	Inf	Inf	0	
0.125482	0.33569	0.177963	0.0517387	0.358778	0.417358	0.29089	0.40226	0.290698	0.440459	0.0310753	0.0247282	0.22528	Inf	Inf	0	
0.436782	0.154499	0.177963	0	0.467599	0.242181	0.157233	0.497934	0	0.464767	0.0310753	0.0247282	0.137973	Inf	Inf	0	
